"编号","类别","中文文案","中文来源","源码原文","出现位置","审核意见"
"NT0784","服务端与协议错误","缺少 GitHub repository URL。","中文审核译文；当前源码为英文","Missing GitHub repository URL","src/server/codexAppServerBridge.ts:2113",""
"NT0785","服务端与协议错误","缺少 id。","中文审核译文；当前源码为英文","Missing id","src/server/codexAppServerBridge.ts:9541",""
"NT0786","服务端与协议错误","缺少 multipart boundary。","中文审核译文；当前源码为英文","Missing multipart boundary","src/server/codexAppServerBridge.ts:5280",""
"NT0787","服务端与协议错误","缺少 name or path。","中文审核译文；当前源码为英文","Missing name or path","src/server/skillsRoutes.ts:636",""
"NT0788","服务端与协议错误","缺少 OpenCode Zen API key。","中文审核译文；当前源码为英文","Missing OpenCode Zen API key","src/server/zenProxy.ts:44",""
"NT0789","服务端与协议错误","缺少 OpenRouter API key。","中文审核译文；当前源码为英文","Missing OpenRouter API key","src/server/openRouterProxy.ts:48",""
"NT0790","服务端与协议错误","缺少 or invalid skill source。","中文审核译文；当前源码为英文","Missing or invalid skill source","src/server/skillsRoutes.ts:610",""
"NT0791","服务端与协议错误","缺少 owner or name。","中文审核译文；当前源码为英文","Missing owner or name","src/server/skillsRoutes.ts:580",""
"NT0792","服务端与协议错误","缺少 parent。","中文审核译文；当前源码为英文","Missing parent","src/server/codexAppServerBridge.ts:9140",""
"NT0793","服务端与协议错误","缺少 patch payload。","中文审核译文；当前源码为英文","Missing patch payload","src/server/reviewGit.ts:960",""
"NT0794","服务端与协议错误","缺少 path。","中文审核译文；当前源码为英文","Missing path","src/server/codexAppServerBridge.ts:9190；src/server/codexAppServerBridge.ts:9230；src/server/codexAppServerBridge.ts:9372",""
"NT0795","服务端与协议错误","缺少 project ZIP。","中文审核译文；当前源码为英文","Missing project ZIP","src/server/codexAppServerBridge.ts:9158",""
"NT0796","服务端与协议错误","缺少 projectName。","中文审核译文；当前源码为英文","Missing projectName","src/server/codexAppServerBridge.ts:9502；src/server/codexAppServerBridge.ts:9633",""
"NT0797","服务端与协议错误","缺少 sessionId。","中文审核译文；当前源码为英文","Missing sessionId","src/server/codexAppServerBridge.ts:7787；src/server/codexAppServerBridge.ts:7804；src/server/codexAppServerBridge.ts:7821",""
"NT0798","服务端与协议错误","缺少 sha。","中文审核译文；当前源码为英文","Missing sha","src/server/codexAppServerBridge.ts:8917",""
"NT0799","服务端与协议错误","缺少 sourceCwd。","中文审核译文；当前源码为英文","Missing sourceCwd","src/server/codexAppServerBridge.ts:8483；src/server/codexAppServerBridge.ts:8568；src/server/codexAppServerBridge.ts:8641",""
"NT0800","服务端与协议错误","缺少 src。","中文审核译文；当前源码为英文","Missing src","src/server/codexAppServerBridge.ts:8335",""
"NT0801","服务端与协议错误","缺少 threadId or cwd。","中文审核译文；当前源码为英文","Missing threadId or cwd","src/server/codexAppServerBridge.ts:7762",""
"NT0802","服务端与协议错误","缺少 threadId or lastTurnId。","中文审核译文；当前源码为英文","Missing threadId or lastTurnId","src/server/codexAppServerBridge.ts:8082",""
"NT0803","服务端与协议错误","缺少 threadId or turnId。","中文审核译文；当前源码为英文","Missing threadId or turnId","src/server/codexAppServerBridge.ts:8068",""
"NT0804","服务端与协议错误","缺少 threadId, turnId, or cwd。","中文审核译文；当前源码为英文","Missing threadId, turnId, or cwd","src/server/codexAppServerBridge.ts:8251",""
"NT0805","服务端与协议错误","缺少 threadId。","中文审核译文；当前源码为英文","Missing threadId","src/server/codexAppServerBridge.ts:7832；src/server/codexAppServerBridge.ts:8044；src/server/codexAppServerBridge.ts:8094；src/server/codexAppServerBridge.ts:8124；src/server/codexAppServerBridge.ts:8135；src/server/codexAppServerBridge.ts:9488；src/server/codexAppServerBridge.ts:9620；src/server/terminalManager.ts:129",""
"NT0806","服务端与协议错误","缺少 worktreeName。","中文审核译文；当前源码为英文","Missing worktreeName","src/server/codexAppServerBridge.ts:8572",""
"NT0807","服务端与协议错误","缺少编辑标识","现有中文/翻译","缺少编辑标识","src/server/deliveryStore.ts:260",""
"NT0808","服务端与协议错误","缺少回合 ID，无法确认送达","现有中文/翻译","缺少回合 ID，无法确认送达","src/server/deliveryStore.ts:241",""
"NT0809","服务端与协议错误","缺少会话目录","现有中文/翻译","缺少会话目录","src/server/codexAppServerBridge.ts:7966",""
"NT0810","服务端与协议错误","缺少进程或命令项 ID","现有中文/翻译","缺少进程或命令项 ID","src/server/codexAppServerBridge.ts:7977",""
"NT0811","服务端与协议错误","缺少历史游标，请刷新会话后重试。","现有中文/翻译","缺少历史游标，请刷新会话后重试。","src/server/threadHistory.ts:157",""
"NT0812","服务端与协议错误","缺少命令项 ID","现有中文/翻译","缺少命令项 ID","src/server/codexAppServerBridge.ts:7983",""
"NT0813","服务端与协议错误","缺少任务 ID","现有中文/翻译","缺少任务 ID","src/server/codexAppServerBridge.ts:8025",""
"NT0814","服务端与协议错误","缺少线程 ID","现有中文/翻译","缺少会话 ID","src/server/codexAppServerBridge.ts:6815；src/server/threadCompactionGate.ts:22；src/threadQueue.ts:71",""
"NT0815","服务端与协议错误","缺少消息版本，请刷新队列","现有中文/翻译","缺少消息版本，请刷新队列","src/server/codexAppServerBridge.ts:6832",""
"NT0816","服务端与协议错误","缺少有效的 API key。","现有中文/翻译","缺少有效的 API key。","src/server/apiProxy/gateway.ts:204",""
"NT0817","服务端与协议错误","缺少有效的执行目标","现有中文/翻译","缺少有效的执行目标","src/server/automationEngine.ts:164",""
"NT0818","服务端与协议错误","缺少有效线程 ID","现有中文/翻译","缺少有效会话 ID","src/server/codexAppServerBridge.ts:7950",""
"NT0819","服务端与协议错误","认证失败；请检查当前账号，然后手动重试","现有中文/翻译","认证失败；请检查当前账号，然后手动重试","src/server/automationEngine.ts:33",""
"NT0820","服务端与协议错误","任务定义无效，已取消待执行记录","现有中文/翻译","任务定义无效，已取消待执行记录","src/server/automationEngine.ts:181",""
"NT0821","服务端与协议错误","任务已删除","现有中文/翻译","任务已删除","src/server/automationEngine.ts:185",""
"NT0822","服务端与协议错误","任务已修改","现有中文/翻译","任务已修改","src/server/automationEngine.ts:311",""
"NT0823","服务端与协议错误","任务已修改，旧的待执行记录已取消","现有中文/翻译","任务已修改，旧的待执行记录已取消","src/server/automationEngine.ts:171",""
"NT0824","服务端与协议错误","仍有活动请求，已保留原路由并恢复接入。","现有中文/翻译","仍有活动请求，已保留原路由并恢复接入。","src/server/apiProxy/activity.ts:87",""
"NT0825","服务端与协议错误","上传流错误","中文审核译文；当前源码为英文","Upload stream error","src/server/codexAppServerBridge.ts:5319",""
"NT0826","服务端与协议错误","上传失败","中文审核译文；当前源码为英文","Upload failed","src/server/codexAppServerBridge.ts:5315",""
"NT0827","服务端与协议错误","上游连接暂时不可用","现有中文/翻译","上游连接暂时不可用","src/server/automationEngine.ts:38",""
"NT0828","服务端与协议错误","上游请求头 Hook 错误","中文审核译文；当前源码为英文","Upstream header hook error","src/server/unifiedResponsesProxy.ts:544",""
"NT0829","服务端与协议错误","上游状态无法核对，请检查执行会话","现有中文/翻译","上游状态无法核对，请检查执行会话","src/server/automationEngine.ts:402",""
"NT0830","服务端与协议错误","尚未处理的发送记录超过 500 条，请先处理现有记录","现有中文/翻译","尚未处理的发送记录超过 500 条，请先处理现有记录","src/server/deliveryStore.ts:126",""
"NT0831","服务端与协议错误","尚未处理的发送内容超过 32 MB，请先处理现有记录","现有中文/翻译","尚未处理的发送内容超过 32 MB，请先处理现有记录","src/server/deliveryStore.ts:128",""
"NT0832","服务端与协议错误","尚未生成持久化记录。","中文审核译文；当前源码为英文","not materialized yet","src/server/codexAppServerBridge.ts:914",""
"NT0833","服务端与协议错误","设置自定义密钥失败。","中文审核译文；当前源码为英文","Failed to set custom key","src/server/codexAppServerBridge.ts:7651",""
"NT0834","服务端与协议错误","设置自定义提供方失败。","中文审核译文；当前源码为英文","Failed to set custom provider","src/server/codexAppServerBridge.ts:7702",""
"NT0835","服务端与协议错误","审阅操作级别无效。","中文审核译文；当前源码为英文","Invalid review action level","src/server/reviewGit.ts:946",""
"NT0836","服务端与协议错误","审阅操作无效。","中文审核译文；当前源码为英文","Invalid review action","src/server/reviewGit.ts:943",""
"NT0837","服务端与协议错误","生成项目名称建议失败。","中文审核译文；当前源码为英文","Failed to compute project name suggestion","src/server/codexAppServerBridge.ts:9306",""
"NT0838","服务端与协议错误","手动请求时间","现有中文/翻译","手动请求时间","src/server/automationTime.ts:14",""
"NT0839","服务端与协议错误","授权后账号验证失败，请重新登录。","现有中文/翻译","授权后账号验证失败，请重新登录。","src/server/accountAuthCoordinator.ts:530",""
"NT0840","服务端与协议错误","数据载荷无效。","中文审核译文；当前源码为英文","invalid payload","src/server/codexAppServerBridge.ts:2370",""
"NT0841","服务端与协议错误","刷新 ChatGPT 令牌失败，HTTP {变量1}。","中文审核译文；当前源码为英文模板","ChatGPT token refresh failed with HTTP {变量1}","src/server/accountTokenRefresh.ts:105",""
"NT0842","服务端与协议错误","刷新账号额度失败。","中文审核译文；当前源码为英文","Failed to refresh account quota.","src/server/accountAuthCoordinator.ts:625；src/server/accountRoutes.ts:132",""
"NT0843","服务端与协议错误","刷新账号凭据失败。","中文审核译文；当前源码为英文","Failed to refresh account credentials.","src/server/accountAppServerProbe.ts:94",""
"NT0844","服务端与协议错误","刷新ChatGPT 认证令牌失败。","中文审核译文；当前源码为英文","Failed to refresh ChatGPT auth tokens","src/server/codexAppServerBridge.ts:6212",""
"NT0845","服务端与协议错误","搜索内容不能超过 500 个字符。","现有中文/翻译","搜索内容不能超过 500 个字符。","src/server/threadSearch.ts:199",""
"NT0846","服务端与协议错误","所选连接不支持此接口。","中文审核译文；当前源码为英文","This endpoint is not supported by the selected connection","src/server/customConnectionProxy.ts:14",""
"NT0847","服务端与协议错误","所选账号连接已关闭。","现有中文/翻译","所选账号连接已关闭。","src/server/apiProxy/component.ts:69",""
"NT0848","服务端与协议错误","所选账号仍有活动请求，已保留原路由。","现有中文/翻译","所选账号仍有活动请求，已保留原路由。","src/server/apiProxy/activity.ts:70",""
"NT0849","服务端与协议错误","所选账号需要处理认证或额度问题。","现有中文/翻译","所选账号需要处理认证或额度问题。","src/server/accountAuthCoordinator.ts:287",""
"NT0850","服务端与协议错误","所选账号已移除，请重新选择","现有中文/翻译","所选账号已移除，请重新选择","src/server/accountActivationScheduler.ts:95",""
"NT0851","服务端与协议错误","所选账号正在变更，请稍后重试。","现有中文/翻译","所选账号正在变更，请稍后重试。","src/server/accountAuthCoordinator.ts:272；src/server/accountAuthCoordinator.ts:1005；src/server/apiProxy/component.ts:59；src/server/apiProxy/gateway.ts:206；src/server/apiProxy/gateway.ts:554",""
"NT0852","服务端与协议错误","提供方 /models 请求失败。","中文审核译文；当前源码为英文","provider /models request failed","src/server/codexAppServerBridge.ts:2333",""
"NT0853","服务端与协议错误","提供方 /models 响应缺少 data/models 数组。","中文审核译文；当前源码为英文","provider /models payload is missing a data/models array","src/server/codexAppServerBridge.ts:2208",""
"NT0854","服务端与协议错误","提供方 /models 响应数据无效。","中文审核译文；当前源码为英文","provider /models payload was invalid","src/server/codexAppServerBridge.ts:2368",""
"NT0855","服务端与协议错误","提供方 /models URL 无效。","中文审核译文；当前源码为英文","provider /models URL was invalid","src/server/codexAppServerBridge.ts:2318",""
"NT0856","服务端与协议错误","提交结果待核对；不会自动重复提交","现有中文/翻译","提交结果待核对；不会自动重复提交","src/server/automationEngine.ts:373",""
"NT0857","服务端与协议错误","提交消息失败","现有中文/翻译","提交消息失败","src/server/codexAppServerBridge.ts:9076",""
"NT0858","服务端与协议错误","提示词路径无效。","中文审核译文；当前源码为英文","Invalid prompt path","src/server/codexAppServerBridge.ts:3676",""
"NT0859","服务端与协议错误","停止操作正在处理，请先刷新状态","现有中文/翻译","停止操作正在处理，请先刷新状态","src/server/backgroundTerminalReader.ts:85",""
"NT0860","服务端与协议错误","停止结果无法确认，请刷新状态","现有中文/翻译","停止结果无法确认，请刷新状态","src/server/backgroundTerminalReader.ts:94",""
"NT0861","服务端与协议错误","通过 npx 运行时，请清除 npx 缓存并重新安装 codexapp。","中文审核译文；当前源码为英文","If running with npx, clear the npx cache and reinstall codexapp.","src/server/httpServer.ts:256",""
"NT0862","服务端与协议错误","通知配置无效，请检查URL、JSON请求体、占位符和时段。","现有中文/翻译","通知配置无效，请检查URL、JSON请求体、占位符和时段。","src/server/apiProxy/gateway.ts:651",""
"NT0863","服务端与协议错误","通知失败：HTTP {变量1}","现有中文/翻译","通知失败：HTTP {变量1}","src/server/accountNotificationService.ts:220",""
"NT0864","服务端与协议错误","通知状态版本无效","现有中文/翻译","通知状态版本无效","src/server/accountNotificationService.ts:31",""
"NT0865","服务端与协议错误","同一发送 ID 的内容已变化，请刷新状态","现有中文/翻译","同一发送 ID 的内容已变化，请刷新状态","src/server/deliveryStore.ts:187",""
"NT0866","服务端与协议错误","统计数据无法读取，原文件已保留；代理可继续使用，本次统计暂存于内存。","现有中文/翻译","统计数据无法读取，原文件已保留；出口可继续使用，本次统计暂存于内存。","src/server/apiProxy/usage.ts:52",""
"NT0867","服务端与协议错误","统计写入失败，本次数据暂存于内存；代理可继续使用。","现有中文/翻译","统计写入失败，本次数据暂存于内存；出口可继续使用。","src/server/apiProxy/usage.ts:138",""
"NT0868","服务端与协议错误","完成账号登录失败。","中文审核译文；当前源码为英文","Failed to complete account login.","src/server/accountRoutes.ts:171",""
"NT0869","服务端与协议错误","网关错误：无法解析上游响应。","中文审核译文；当前源码为英文","Bad gateway: failed to parse upstream response","src/server/unifiedResponsesProxy.ts:619",""
"NT0870","服务端与协议错误","网络错误","中文审核译文；当前源码为英文","network error","src/server/codexAppServerBridge.ts:2335",""
"NT0871","服务端与协议错误","为 {变量1} 应用补丁失败：{变量2}","中文审核译文；当前源码为英文模板","Failed to apply patch for {变量1}: {变量2}","src/server/codexAppServerBridge.ts:3319",""
"NT0872","服务端与协议错误","未收到回合 ID，请核对发送状态","现有中文/翻译","未收到回合 ID，请核对发送状态","src/server/codexAppServerBridge.ts:6716",""
"NT0873","服务端与协议错误","未找到","中文审核译文；当前源码为英文","Not found","src/server/frontendAssets.ts:36",""
"NT0874","服务端与协议错误","未找到会话。发送 /newthread 创建一个。","中文审核译文；当前源码为英文","No threads found. Send /newthread to create one.","src/server/telegramThreadBridge.ts:634",""
"NT0875","服务端与协议错误","未知错误。","中文审核译文；当前源码为英文","Unknown error","src/server/unifiedResponsesProxy.ts:637",""
"NT0876","服务端与协议错误","未知桥接错误。","中文审核译文；当前源码为英文","Unknown bridge error","src/server/codexAppServerBridge.ts:9780",""
"NT0877","服务端与协议错误","无法撤销未跟踪文件的补丁：{变量1}","中文审核译文；当前源码为英文模板","Could not reverse patch for untracked file: {变量1}","src/server/codexAppServerBridge.ts:3435",""
"NT0878","服务端与协议错误","无法创建名称唯一的新会话目录。","中文审核译文；当前源码为英文","Unable to create a unique new chat folder","src/server/codexAppServerBridge.ts:2108",""
"NT0879","服务端与协议错误","无法读取发送记录","现有中文/翻译","无法读取发送记录","src/server/codexAppServerBridge.ts:6879",""
"NT0880","服务端与协议错误","无法读取会话日志。","中文审核译文；当前源码为英文","Could not read session log","src/server/codexAppServerBridge.ts:8291",""
"NT0881","服务端与协议错误","无法读取会话状态","现有中文/翻译","无法读取会话状态","src/server/codexAppServerBridge.ts:6946",""
"NT0882","服务端与协议错误","无法读取任务","现有中文/翻译","无法读取任务","src/server/automationEngine.ts:180",""
"NT0883","服务端与协议错误","无法还原：{变量1}","中文审核译文；当前源码为英文模板","Could not revert: {变量1}","src/server/codexAppServerBridge.ts:3431",""
"NT0884","服务端与协议错误","无法核对当前会话状态，请稍后重试","现有中文/翻译","无法核对当前会话状态，请稍后重试","src/server/codexAppServerBridge.ts:6551",""
"NT0885","服务端与协议错误","无法恢复已删除文件：{变量1}","中文审核译文；当前源码为英文模板","Could not restore deleted file: {变量1}","src/server/codexAppServerBridge.ts:3449",""
"NT0886","服务端与协议错误","无法恢复由命令修改的文件：{变量1}","中文审核译文；当前源码为英文模板","Could not restore command-modified file: {变量1}","src/server/codexAppServerBridge.ts:3470",""
"NT0887","服务端与协议错误","无法计算有效的下次执行时间，请检查规则与时区","现有中文/翻译","无法计算有效的下次执行时间，请检查规则与时区","src/server/automationSchedule.ts:87",""
"NT0888","服务端与协议错误","无法加载原生 PTY 支持。","中文审核译文；当前源码为英文","Native PTY support could not be loaded.","src/server/terminalManager.ts:391",""
"NT0889","服务端与协议错误","无法确认反代组件退出。","现有中文/翻译","无法确认反代组件退出。","src/server/apiProxy/component.ts:198",""
"NT0890","服务端与协议错误","无法确认提交结果，请检查会话后再决定是否重试","现有中文/翻译","无法确认提交结果，请检查会话后再决定是否重试","src/server/automationEngine.ts:388",""
"NT0891","服务端与协议错误","无法确认账号长期额度，请刷新账号。","现有中文/翻译","无法确认账号长期限额，请刷新账号。","src/server/apiProxy/quotaProtection.ts:9",""
"NT0892","服务端与协议错误","无法完整核对后台终端，暂不能切换账号","现有中文/翻译","无法完整核对后台终端，暂不能切换账号","src/server/codexAppServerBridge.ts:7119",""
"NT0893","服务端与协议错误","无法为 {变量1} 应用补丁。","中文审核译文；当前源码为英文模板","Could not apply patch for {变量1}","src/server/codexAppServerBridge.ts:3298",""
"NT0894","服务端与协议错误","无效的 IANA 时区，例如 Asia/Shanghai","现有中文/翻译","无效的 IANA 时区，例如 Asia/Shanghai","src/server/automationSchedule.ts:10",""
"NT0895","服务端与协议错误","无效的编辑内容","现有中文/翻译","无效的编辑内容","src/server/codexAppServerBridge.ts:6839",""
"NT0896","服务端与协议错误","无效的到期时间。","现有中文/翻译","无效的到期时间。","src/server/apiProxy/store.ts:155",""
"NT0897","服务端与协议错误","无效的队列操作","现有中文/翻译","无效的队列操作","src/server/codexAppServerBridge.ts:6849；src/threadQueue.ts:93",""
"NT0898","服务端与协议错误","无效的发送 ID","现有中文/翻译","无效的发送 ID","src/server/deliveryStore.ts:29",""
"NT0899","服务端与协议错误","无效的发送方式","现有中文/翻译","无效的发送方式","src/server/deliveryStore.ts:176",""
"NT0900","服务端与协议错误","无效的发送内容","现有中文/翻译","无效的发送内容","src/server/deliveryStore.ts:174",""
"NT0901","服务端与协议错误","无效的发送内容或缺少账号快照，请刷新页面","现有中文/翻译","无效的发送内容或缺少账号快照，请刷新页面","src/server/codexAppServerBridge.ts:6791",""
"NT0902","服务端与协议错误","无效的历史分页游标","现有中文/翻译","无效的历史分页游标","src/server/automationHistory.ts:69",""
"NT0903","服务端与协议错误","无效的排队消息或缺少账号快照，请刷新页面","现有中文/翻译","无效的排队消息或缺少账号快照，请刷新页面","src/server/codexAppServerBridge.ts:6820",""
"NT0904","服务端与协议错误","线程ID无效","现有中文/翻译","会话ID无效","src/server/threadQuotaResume.ts:61",""
"NT0905","服务端与协议错误","响应数据无效：应包含 result 或 error。","中文审核译文；当前源码为英文","Invalid response payload: expected ""result"" or ""error""","src/server/codexAppServerBridge.ts:6494",""
"NT0906","服务端与协议错误","响应数据无效：应为对象。","中文审核译文；当前源码为英文","Invalid response payload: expected object","src/server/codexAppServerBridge.ts:6469",""
"NT0907","服务端与协议错误","响应数据无效：id 必须为整数。","中文审核译文；当前源码为英文","Invalid response payload: ""id"" must be an integer","src/server/codexAppServerBridge.ts:6474",""
"NT0908","服务端与协议错误","项目 AGENTS.md 是符号链接，请先改为项目独立文件再维护工作目录","现有中文/翻译","项目 AGENTS.md 是符号链接，请先改为项目独立文件再维护工作目录","src/server/projectDirectories.ts:50",""
"NT0909","服务端与协议错误","项目 ZIP 本地文件头无效。","中文审核译文；当前源码为英文","Project ZIP local header is invalid","src/server/codexAppServerBridge.ts:1923",""
"NT0910","服务端与协议错误","项目 ZIP 缺少中央目录。","中文审核译文；当前源码为英文","Project ZIP is missing a central directory","src/server/codexAppServerBridge.ts:1903",""
"NT0911","服务端与协议错误","项目 ZIP 无效。","中文审核译文；当前源码为英文","Invalid project ZIP","src/server/codexAppServerBridge.ts:1882；src/server/codexAppServerBridge.ts:1887",""
"NT0912","服务端与协议错误","项目 ZIP 中央目录无效。","中文审核译文；当前源码为英文","Project ZIP central directory is invalid","src/server/codexAppServerBridge.ts:1910",""
"NT0913","服务端与协议错误","项目自动化的 cwd 必须为绝对路径。","中文审核译文；当前源码为英文","Project automation cwd must be an absolute path","src/server/codexAppServerBridge.ts:4526；src/server/codexAppServerBridge.ts:9603",""
"NT0914","服务端与协议错误","消息尚未发送；请检查任务配置后重试","现有中文/翻译","消息尚未发送；请检查任务配置后重试","src/server/automationEngine.ts:378",""
"NT0915","服务端与协议错误","消息状态已变化，请刷新后重试","现有中文/翻译","消息状态已变化，请刷新后重试","src/server/deliveryStore.ts:201",""
"NT0916","服务端与协议错误","需要从账号面板重新认证。","中文审核译文；当前源码为英文","The account credential must be renewed from the account panel.","src/server/accountAuthStore.ts:180",""
"NT0917","服务端与协议错误","需要认证","中文审核译文；当前源码为英文","authentication required","src/server/codexAppServerBridge.ts:904",""
"NT0918","服务端与协议错误","需要有效的 requestId 以避免重复提交","现有中文/翻译","需要有效的 requestId 以避免重复提交","src/server/automationEngine.ts:230",""
"NT0919","服务端与协议错误","需要指定自动化任务","现有中文/翻译","需要指定自动化任务","src/server/automationHistory.ts:66",""
"NT0920","服务端与协议错误","续跑标记参数无效","现有中文/翻译","续跑标记参数无效","src/server/codexAppServerBridge.ts:9431",""
"NT0921","服务端与协议错误","续跑标记数量已达上限","现有中文/翻译","续跑标记数量已达上限","src/server/threadQuotaResume.ts:67",""
"NT0922","服务端与协议错误","续跑标记文件格式无效","现有中文/翻译","续跑标记文件格式无效","src/server/threadQuotaResume.ts:34",""
"NT0923","服务端与协议错误","续跑参数准备未完成，稍后重试","现有中文/翻译","续跑参数准备未完成，稍后重试","src/server/codexAppServerBridge.ts:7148",""
"NT0924","服务端与协议错误","续跑提交失败，结果未确认","现有中文/翻译","续跑提交失败，结果未确认","src/server/threadQuotaResume.ts:159",""
"NT0925","服务端与协议错误","续跑准备失败，请核对会话","现有中文/翻译","续跑准备失败，请核对会话","src/server/codexAppServerBridge.ts:7156",""
"NT0926","服务端与协议错误","选择无效。","中文审核译文；当前源码为英文","Invalid selection","src/server/telegramThreadBridge.ts:577",""
"NT0927","服务端与协议错误","压缩请求正在提交，请先检查结果。","现有中文/翻译","压缩请求正在提交，请先检查结果。","src/server/threadCompactionGate.ts:24",""
"NT0928","服务端与协议错误","验证目标账号失败。","中文审核译文；当前源码为英文","Failed to validate the target account.","src/server/accountAuthCoordinator.ts:952",""
"NT0929","服务端与协议错误","验证项目失败。","中文审核译文；当前源码为英文","Failed to validate project","src/server/codexAppServerBridge.ts:9107",""
"NT0930","服务端与协议错误","移除提示词失败。","中文审核译文；当前源码为英文","Failed to remove prompt","src/server/codexAppServerBridge.ts:9379",""
"NT0931","服务端与协议错误","移除账号失败。","中文审核译文；当前源码为英文","Failed to remove account.","src/server/accountRoutes.ts:212",""
"NT0932","服务端与协议错误","已安装的技能无效。","中文审核译文；当前源码为英文","Installed skill is invalid","src/server/skillsRoutes.ts:221",""
"NT0933","服务端与协议错误","已加载会话超过核对范围，请先处理后台任务","现有中文/翻译","已加载会话超过核对范围，请先处理后台任务","src/server/backgroundTerminalReader.ts:31",""
"NT0934","服务端与协议错误","已加载会话分页未前进","现有中文/翻译","已加载会话分页未前进","src/server/backgroundTerminalReader.ts:29",""
"NT0935","服务端与协议错误","已加载会话列表无效","现有中文/翻译","已加载会话列表无效","src/server/backgroundTerminalReader.ts:26",""
"NT0936","服务端与协议错误","已有待执行记录，合并本次触发","现有中文/翻译","已有待执行记录，合并本次触发","src/server/automationEngine.ts:284",""
"NT0937","服务端与协议错误","原生历史分页返回无效数据。","现有中文/翻译","原生历史分页返回无效数据。","src/server/threadHistory.ts:98",""
"NT0938","服务端与协议错误","运行记录保存失败，调度已暂停","现有中文/翻译","运行记录保存失败，调度已暂停","src/server/automationEngine.ts:300",""
"NT0939","服务端与协议错误","运行记录写入失败，调度已停止","现有中文/翻译","运行记录写入失败，调度已停止","src/server/automationEngine.ts:423",""
"NT0940","服务端与协议错误","运行已超时，已请求中止，等待上游确认","现有中文/翻译","运行已超时，已请求中止，等待上游确认","src/server/automationEngine.ts:398",""
"NT0941","服务端与协议错误","暂不支持此 RRULE 字段；支持 FREQ、INTERVAL、BYDAY、BYHOUR、BYMINUTE、WKST","现有中文/翻译","暂不支持此 RRULE 字段；支持 FREQ、INTERVAL、BYDAY、BYHOUR、BYMINUTE、WKST","src/server/automationSchedule.ts:56",""
"NT0942","服务端与协议错误","账号标识无效。","现有中文/翻译","账号标识无效。","src/server/accountAuthCoordinator.ts:826；src/server/accountAuthStore.ts:638",""
"NT0943","服务端与协议错误","账号操作或待发送队列尚未结束，请稍后压缩。","现有中文/翻译","账号操作或待发送队列尚未结束，请稍后压缩。","src/server/threadCompactionGate.ts:31；src/server/threadCompactionGate.ts:35",""
"NT0944","服务端与协议错误","账号操作期间暂不能提交消息","现有中文/翻译","账号操作期间暂不能提交消息","src/server/deliveryService.ts:35",""
"NT0945","服务端与协议错误","账号操作期间暂不能引导消息","现有中文/翻译","账号操作期间暂不能引导消息","src/server/deliveryService.ts:126",""
"NT0946","服务端与协议错误","账号登录会话未运行。","中文审核译文；当前源码为英文","The account login session is not running.","src/server/accountAuthCoordinator.ts:428",""
"NT0947","服务端与协议错误","账号额度暂不可确认，无法使用受保护账号。","现有中文/翻译","账号额度暂不可确认，无法使用受保护账号。","src/server/apiProxy/quotaProtection.ts:5",""
"NT0948","服务端与协议错误","账号或提供方已变化，请核对后重新提交","现有中文/翻译","账号或供应方已变化，请核对后重新提交","src/server/deliveryStore.ts:214",""
"NT0949","服务端与协议错误","账号或提供方正在切换，请稍后重试","现有中文/翻译","账号或供应方正在切换，请稍后重试","src/server/backgroundTerminalReader.ts:88；src/server/backgroundTerminalReader.ts:92；src/server/codexAppServerBridge.ts:6762",""
"NT0950","服务端与协议错误","账号或组件准备失败。","现有中文/翻译","账号或组件准备失败。","src/server/apiProxy/component.ts:148",""
"NT0951","服务端与协议错误","账号检查在 {变量1} 毫秒后超时。","中文审核译文；当前源码为英文模板","Account inspection timed out after {变量1}ms.","src/server/accountAuthCoordinator.ts:1096",""
"NT0952","服务端与协议错误","账号连接已变更，请重新核对认证","现有中文/翻译","账号连接已变更，请重新核对认证","src/server/codexAppServerBridge.ts:6197",""
"NT0953","服务端与协议错误","账号模型目录读取失败。","现有中文/翻译","账号模型目录读取失败。","src/server/accountRoutes.ts:80",""
"NT0954","服务端与协议错误","账号模型目录分页无效","现有中文/翻译","账号模型目录分页无效","src/server/accountAppServerProbe.ts:158",""
"NT0955","服务端与协议错误","账号模型目录格式无效","现有中文/翻译","账号模型目录格式无效","src/server/accountAppServerProbe.ts:154",""
"NT0956","服务端与协议错误","账号凭据配置不存在。","中文审核译文；当前源码为英文","The account credential profile is missing.","src/server/accountAuthStore.ts:356",""
"NT0957","服务端与协议错误","账号凭据缺少访问令牌。","中文审核译文；当前源码为英文","The account credential is missing an access token.","src/server/accountAuthStore.ts:178",""
"NT0958","服务端与协议错误","账号凭据缺少账号身份信息。","中文审核译文；当前源码为英文","The account credential is missing its account identity.","src/server/accountAuthStore.ts:176",""
"NT0959","服务端与协议错误","账号切换失败，已恢复原账号。","中文审核译文；当前源码为英文","Account switch failed and the previous account was restored.","src/server/accountAuthCoordinator.ts:813",""
"NT0960","服务端与协议错误","账号切换失败，自动恢复尚未完成。","中文审核译文；当前源码为英文","Account switch failed and automatic recovery is incomplete.","src/server/accountAuthCoordinator.ts:813",""
"NT0961","服务端与协议错误","账号认证状态不可用","现有中文/翻译","账号认证状态不可用","src/server/accountActivationAdmission.ts:30",""
